Merek,Model,Varian,Tahun,Transmisi,jarak_tempuh_max
Mercedes-Benz,CLA-Class,CLA45 AMG,2014,Automatic,35000.0
Isuzu,D-Max,Lain-lain,2012,Manual,75000.0
Datsun,Go+,Panca T,2014,Manual,95000.0
Suzuki,Carry,Lain-lain,1996,Manual,5000.0
Mitsubishi,L300,Pick Up,2013,Manual,85000.0
Nissan,Grand livina,Lain-lain,2009,Manual,35000.0
Jeep,Wrangler ,Sahara,2011,Automatic Triptonic,30000.0
Lexus,RX,200T AL20,2016,Automatic,45000.0
Mazda,2,GT,2014,Automatic Triptonic,70000.0
Volkswagen,Beetle,Lain-lain,1985,Manual,285000.0
Nissan,X-Trail,Lain-lain,2010,Automatic,115000.0
Chevrolet,Captiva,Lain-lain,2007,Manual,95000.0
Toyota,Kijang,SX,2000,Manual,115000.0
Mercedes-Benz,E-Class,E300,1988,Manual,210000.0
Daihatsu,Terios,TX,2013,Automatic,70000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,50000.0
Mini Cooper,Mini Cooper,Lain-lain,2015,Automatic,15000.0
Daihatsu,Taft,1.0,1985,Manual,15000.0
Suzuki,Wagon R,GX,2011,Manual,50000.0
Hyundai,H-1,Elegance Next Generion,2008,Manual,115000.0
Daihatsu,Ayla,X,2014,Manual,60000.0
Chevrolet,Trax,LTZ,2017,Automatic,15000.0
Datsun,Go+,Lain-lain,2014,Automatic,40000.0
KIA,Picanto,SE,2011,Manual,65000.0
Honda,Odyssey,Absolute V6,2003,Automatic Triptonic,130000.0
Mitsubishi,Pajero Sport,Exceed,2014,Automatic,65000.0
Mazda,323,Lain-lain,1997,Manual,110000.0
BMW,X5,xDrive35i Executive,2015,Automatic Triptonic,40000.0
Daihatsu,Terios,TX Adventure,2011,Manual,40000.0
Honda,Freed,E,2012,Automatic,70000.0
Honda,Mobilio,E,2017,Manual,5000.0
KIA,Rio,1.5,2012,Manual,35000.0
Audi,Audi A4,1.8 TFSI PI,2013,Automatic Triptonic,55000.0
Honda,Mobilio,S,2017,Automatic,55000.0
Nissan,Livina,Lain-lain,2013,Manual,60000.0
Nissan,Livina,Lain-lain,2014,Automatic,245000.0
Daihatsu,Espass,Lain-lain,1995,Manual,10000.0
Toyota,Avanza,Veloz,2012,Manual,30000.0
BMW,Serie 3,320i E90 LCI,2012,Automatic,40000.0
Nissan,March,1.2,2011,Manual,80000.0
Nissan,Evalia,ST,2014,Manual,40000.0
Daihatsu,Xenia,X Deluxe,2013,Manual,80000.0
Mitsubishi,Lancer,1.6 GLXi,1997,Manual,15000.0
Mazda,Biante,2.0 SKYACTIV,2015,Automatic,65000.0
Isuzu,Panther,2.3,1994,Manual,35000.0
KIA,Picanto,A/T,2007,Automatic,90000.0
Isuzu,Panther,LV,2016,Manual,40000.0
Mazda,2,V,2012,Automatic,55000.0
Proton,Gen2,Lain-lain,2013,Manual,30000.0
Nissan,Juke,RX,2012,Automatic Triptonic,45000.0
BMW,Serie 2,218i,2015,Automatic,35000.0
Chevrolet,Orlando,LT,2014,Automatic,65000.0
Ford,Focus,S TDCi,2013,Automatic Triptonic,35000.0
Mazda,Biante,2.0 SKYACTIV,2015,Automatic Triptonic,45000.0
Mazda,2,GT,2015,Automatic Triptonic,65000.0
Toyota,Avanza,G,2010,Manual,30000.0
Daihatsu,Xenia,X 1.3 Plus,2012,Manual,110000.0
BMW,X1,sDrive18i,2017,Automatic,25000.0
Isuzu,Panther,LS Hi Grade,2001,Manual,135000.0
Hyundai,i10,1.1 L,2009,Manual,70000.0
Toyota,Vios,G,2005,Manual,20000.0
Suzuki,Katana,GX,1996,Manual,95000.0
Datsun,Go+,Panca T,2015,Manual,75000.0
Mini Cooper,Mini Cooper,Lain-lain,2012,Manual,10000.0
Isuzu,Panther,2.5,1997,Manual,160000.0
Suzuki,Ertiga,GX,2016,Automatic,75000.0
Ford,Everest,XLT,2005,Manual,165000.0
Nissan,Serena,HWS,2004,Automatic,45000.0
Suzuki,Wagon R,Lain-lain,2015,Automatic Triptonic,45000.0
Mercedes-Benz,Lain-lain,Lain-lain,2015,Automatic Triptonic,25000.0
BMW,X1,sDrive20d Sport Edition,2011,Automatic Triptonic,55000.0
Mercedes-Benz,Vito,Lain-lain,2001,Automatic,60000.0
Toyota,Voxy,Lain-lain,2018,Automatic,10000.0
Mazda,Biante,2.0 SKYACTIV,2013,Automatic,75000.0
Datsun,120,Lain-lain,1985,Manual,75000.0
Volkswagen,Golf,MkVII 1.4 TSI,2014,Automatic,35000.0
Mitsubishi,Pajero Sport,Dakar,2011,Automatic Triptonic,45000.0
BMW,Serie 3,318i E46 Facelift 2.0,2002,Automatic,95000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2010,Manual,120000.0
Toyota,Agya,TRD Sportivo,2016,Manual,60000.0
Honda,CR-V,2.0 i-VTEC,2007,Automatic,145000.0
Chevrolet,Blazer,Lain-lain,2005,Manual,35000.0
Daihatsu,Ayla,X,2018,Manual,15000.0
Chevrolet,Spin,LTZ,2015,Manual,55000.0
Lexus,RX,350 F Sport,2005,Automatic Triptonic,100000.0
BMW,X5,E70 3.0 V6,2010,Automatic,40000.0
Cadillac,Escalade,V8 6.2,2011,Automatic,5000.0
Daihatsu,Gran max Pick-up,Lain-lain,2017,Manual,45000.0
Daihatsu,Xenia,R 1.3 DLX,2012,Manual,120000.0
Suzuki,Ertiga,GL,2013,Manual,85000.0
Nissan,Livina,X-Gear,2008,Manual,80000.0
Nissan,X-Trail,Lain-lain,2010,Automatic Triptonic,110000.0
Jeep,Wrangler ,Sport Unlimited,1997,Manual,135000.0
Lexus,RX,270,2012,Automatic Triptonic,55000.0
Ford,Ecosport,Titanium,2015,Automatic,75000.0
Mercedes-Benz,C-Class,C280,2002,Automatic,100000.0
Daihatsu,Ayla,X,2017,Manual,45000.0
Daihatsu,Gran max Pick-up,Lain-lain,2019,Manual,10000.0
Mini Cooper,Mini Cooper,Lain-lain,1985,Automatic,60000.0
Suzuki,Jimny,Lain-lain,1985,Manual,20000.0
Mazda,2,R,2017,Automatic Triptonic,30000.0
KIA,Picanto,SE 3,2013,Automatic,50000.0
Suzuki,Ertiga,GX,2018,Manual,10000.0
Isuzu,Lain-lain,Lain-lain,2016,Manual,65000.0
Suzuki,Ertiga,GL,2014,Manual,60000.0
Nissan,Juke,RX,2012,Automatic,105000.0
Daihatsu,Zebra,Minibus 1.3,2001,Manual,5000.0
Mazda,2,V,2014,Manual,30000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2015,Manual,
Mini Cooper,Mini Cooper,Lain-lain,2014,Automatic,5000.0
Isuzu,Panther,LV,2005,Manual,215000.0
Datsun,Go+,Panca T,2015,Manual,105000.0
Toyota,Sienta,G,2017,Automatic,45000.0
Chevrolet,Spin,ACTIV,2015,Automatic Triptonic,20000.0
Chevrolet,Captiva,Lain-lain,2009,Automatic,125000.0
Nissan,Grand livina,,2009,Automatic,175000.0
Daihatsu,Sigra,1.2 X,2018,Manual,60000.0
Mazda,CX-3,Lain-lain,2017,Automatic Triptonic,10000.0
Chevrolet,Trax,LTZ,2017,Automatic,20000.0
Isuzu,Panther,Pick Up 2.5,2008,Manual,145000.0
Daihatsu,Sigra,1.2 R,2018,Manual,15000.0
Mitsubishi,Xpander,GLX M/T,2018,Manual,40000.0
Hyundai,i20,,2016,Manual,85000.0
BMW,Serie 3,320i Sport,2014,Automatic,45000.0
Jeep,Rubicon,Lain-lain,2012,Automatic,25000.0
Daihatsu,Espass,Lain-lain,2007,Manual,35000.0
Mitsubishi,Xpander,ULTIMATE A/T,2017,Automatic,10000.0
Toyota,Avanza,G,2014,Manual,100000.0
Mercedes-Benz,GLC-Class,,2019,Manual,5000.0
Honda,City,1.5 Exi,1997,Manual,100000.0
Datsun,Go+,Panca T,2014,Manual,85000.0
Porsche,Lain-lain,Lain-lain,2014,Automatic,30000.0
Mercedes-Benz,E-Class,E300,2010,Automatic,45000.0
Datsun,Go+,Panca T Style,2016,Manual,35000.0
Mazda,2,R,2016,Automatic,70000.0
Suzuki,Katana,Lain-lain,1985,Manual,5000.0
Ford,Fiesta,Sport,2013,Automatic,100000.0
KIA,Picanto,SE,2012,Automatic,65000.0
KIA,Sorento,Lain-lain,2013,Automatic Triptonic,80000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,40000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,15000.0
BMW,Serie 3,320i,1995,Manual,40000.0
Mercedes-Benz,S-Class,S300 L,2010,Automatic,20000.0
Volkswagen,Scirocco,1.4 TSI,2014,Automatic Triptonic,25000.0
Nissan,March,1.2L XS,2011,Automatic,75000.0
Nissan,Lain-lain,Lain-lain,2012,Manual,15000.0
Hino,Dutro,300 Series,2018,Manual,25000.0
Isuzu,Panther,LV,2005,Manual,150000.0
Isuzu,Panther,Touring,2004,Manual,205000.0
Jeep,CJ7,Lain-lain,1986,Manual,30000.0
Honda,Jazz,RS,2016,Manual,55000.0
Honda,City,S,2014,Automatic,5000.0
Daihatsu,Terios,TX Adventure,2007,Automatic,150000.0
Mercedes-Benz,B-Class,,2004,Automatic,95000.0
Isuzu,Panther,LV,2007,Manual,115000.0
KIA,Picanto,SE,2011,Manual,120000.0
Mercedes-Benz,E-Class,E230,1991,Manual,100000.0
Toyota,Yaris,G,2018,Automatic,10000.0
Suzuki,APV,SGX Luxury,2016,Manual,80000.0
Ford,Ranger,Standard,2013,Manual,75000.0
Chevrolet,Aveo,LT,2004,Manual,90000.0
Mercedes-Benz,SLK-Class,SLK200,2012,Automatic,25000.0
Volkswagen,Polo,TSI 1.2,2017,Automatic,40000.0
KIA,Picanto,M/T,2009,Manual,90000.0
Mazda,2,R,2011,Automatic,80000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,115000.0
BMW,Serie 3,323i,1997,Manual,80000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,15000.0
KIA,Rio,Hatchback,2013,Automatic Triptonic,95000.0
Suzuki,Karimun,GX,2015,Manual,110000.0
Lexus,RX,270,2011,Automatic,30000.0
Toyota,Innova,V,2014,Manual,80000.0
Chevrolet,Estate,LS,2007,Manual,190000.0
Suzuki,Grand vitara,Lain-lain,2011,Manual,90000.0
KIA,Travello,Lain-lain,2007,Manual,95000.0
Daihatsu,Espass,Lain-lain,2005,Manual,75000.0
Nissan,Livina,Lain-lain,2013,Manual,115000.0
Honda,CR-V,Lain-lain,2018,Automatic,20000.0
Hyundai,Grand Avega,GL Airbag,2012,Automatic,65000.0
Suzuki,Ertiga,GX,2014,Manual,80000.0
Mazda,E2000,2.0,1997,Manual,90000.0
Isuzu,Panther,2.3,1994,Manual,30000.0
Mazda,CX-5,Touring,2012,Automatic Triptonic,125000.0
Jeep,Jeep,Lain-lain,1985,Manual,85000.0
KIA,Rio,1.5,2012,Manual,75000.0
KIA,Sportage,Lain-lain,2000,Automatic,195000.0
BMW,Serie 3,318i E46 1.9,2003,Automatic,160000.0
Mazda,CX-3,Touring,2017,Automatic Triptonic,35000.0
Jeep,Grand Cherokee,Lain-lain,2000,Automatic,135000.0
Honda,CR-V,2.4 i-VTEC,2005,Automatic,170000.0
Honda,City,i-DSI,2005,Manual,260000.0
Ford,Ranger,WildTrak,2016,Automatic Triptonic,20000.0
Suzuki,Ignis,GX MT ,2017,Manual,5000.0
Nissan,Juke,RX,2011,Automatic,110000.0
KIA,Sportage,EX,2013,Automatic,65000.0
Nissan,Serena,Autech,2015,Automatic Triptonic,75000.0
Toyota,Calya,G,2016,Automatic,65000.0
Chevrolet,Captiva,Lain-lain,2008,Automatic,115000.0
Ford,Ecosport,Titanium,2014,Manual,110000.0
Isuzu,Panther,2.3,1994,Manual,105000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2016,Automatic Triptonic,80000.0
BMW,Serie 3,320i E36 2.0,1994,Automatic,165000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic,55000.0
Daihatsu,Xenia,X Deluxe,2018,Manual,30000.0
Daihatsu,Gran max Pick-up,Lain-lain,2018,Manual,40000.0
BMW,X1,sDrive18i xLine,2013,Automatic Triptonic,55000.0
Isuzu,New Panther,Lain-lain,1998,Manual,25000.0
Isuzu,Panther,Lain-lain,1997,Manual,200000.0
Hyundai,Lain-lain,Lain-lain,2001,Manual,15000.0
Isuzu,Panther,2.5,2008,Manual,40000.0
Datsun,Go+,Panca T,2015,Manual,30000.0
Ford,Fiesta,Trend,2013,Automatic,35000.0
Mercedes-Benz,Lain-lain,Lain-lain,1985,Manual,100000.0
BMW,Serie 3,318i E30 1.8,1986,Manual,15000.0
BMW,Serie 3,318i,2003,Automatic Triptonic,105000.0
Honda,Brio,Satya E,2016,Manual,20000.0
Nissan,X-Trail,Lain-lain,2008,Automatic,115000.0
Honda,HR-V,E CVT,2015,Automatic,40000.0
Honda,Brio,Satya E,2018,Automatic,30000.0
Honda,Brio,,2014,Automatic,60000.0
Toyota,Camry,V,2016,Automatic,50000.0
Mazda,Biante,2.0 SKYACTIV,2016,Automatic,25000.0
BMW,Serie 5,520d F10 2.0 Diesel,2012,Automatic Triptonic,40000.0
Mercedes-Benz,E-Class,E250,2016,Automatic,5000.0
Isuzu,Panther,2.5,1997,Manual,115000.0
Mitsubishi,Delica,Standart,2015,Automatic Triptonic,120000.0
Mazda,CX-5,Touring,2013,Automatic,95000.0
Volkswagen,Tiguan,TSI,2015,Automatic,75000.0
Toyota,Alphard,G,2005,Automatic,105000.0
Chevrolet,Spark,LT,2010,Manual,125000.0
Mitsubishi,Eterna,2.0 Manual,1989,Manual,205000.0
Mitsubishi,Kuda,GLX,2000,Manual,25000.0
Honda,Jazz,i-DSI,2006,Automatic Triptonic,115000.0
Mini Cooper,Mini Cooper,,2014,Automatic Triptonic,45000.0
Suzuki,Carry,RV. Gx,2001,Manual,15000.0
Volvo,XC90,T-6,2007,Automatic,65000.0
Mini Cooper,Mini Cooper,Lain-lain,2017,Automatic Triptonic,15000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2016,Automatic,60000.0
Toyota,Innova,G,2012,Manual,120000.0
Datsun,Go,T,2018,Manual,15000.0
BMW,X6,xDrive35i,2014,Automatic Triptonic,45000.0
Daihatsu,Xenia,R 1.3 Sporty,2015,Automatic,70000.0
Suzuki,Ertiga,GX,2013,Manual,90000.0
Daihatsu,Taruna,CL,2000,Manual,15000.0
Suzuki,Baleno,1.5,2001,Automatic,125000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic Triptonic,150000.0
Proton,Lain-lain,Lain-lain,2017,Automatic,20000.0
Mercedes-Benz,S-Class,S350 L,2011,Automatic,25000.0
Hyundai,Trajet,GLS,2000,Manual,120000.0
KIA,Carnival,GS,2001,Automatic,10000.0
Mercedes-Benz,Lain-lain,Lain-lain,2013,Manual,105000.0
Daihatsu,Xenia,R 1.3 Sporty,2012,Automatic,160000.0
BMW,Serie 3,320i,2014,Automatic,25000.0
Mazda,CX-3,Touring,2017,Automatic,40000.0
Nissan,March,1.2L,2013,Manual,60000.0
Mercedes-Benz,A-Class,,2013,Automatic,40000.0
Daihatsu,Feroza,1.6,1995,Manual,30000.0
Honda,Odyssey,Lain-lain,2004,Automatic Triptonic,105000.0
Honda,Mobilio,RS,2016,Automatic,55000.0
Mazda,Lain-lain,Lain-lain,2012,Automatic Triptonic,95000.0
Suzuki,Baleno next-G,Lain-lain,2005,Manual,180000.0
Chevrolet,Aveo,LT,2014,Automatic,85000.0
BMW,X5,xDrive35i xLine,2015,Automatic,35000.0
Chevrolet,Colorado,Lain-lain,2012,Manual,75000.0
Datsun,Go+,Panca T,2016,Manual,25000.0
Audi,Audi A4,1.8 TFSI PI,2013,Automatic,50000.0
Mitsubishi,Outlander,Lain-lain,2015,Automatic,25000.0
Honda,Freed,E,2009,Automatic,120000.0
Daihatsu,Gran max,Lain-lain,2008,Manual,255000.0
Toyota,Kijang,LX,2003,Manual,165000.0
Chevrolet,Spin,,2013,Automatic,70000.0
Daihatsu,Gran max Pick-up,Lain-lain,2015,Manual,100000.0
Hyundai,i20,GL,2010,Manual,115000.0
BMW,Serie 3,330i M Sport,2016,Automatic,30000.0
Mazda,CX-5,Elite,2017,Automatic,30000.0
Mazda,5,2.0,2017,Automatic Triptonic,15000.0
Toyota,Calya,G,2016,Automatic,40000.0
Mazda,323,Interplay,1993,Manual,205000.0
Nissan,Grand livina,,2013,Automatic,75000.0
Chevrolet,Aveo,LS,2011,Manual,50000.0
Isuzu,Elf Minibus,Lain-lain,2014,Manual,55000.0
Lain-lain,Lain-lain,Lain-lain,2013,Manual,60000.0
KIA,Picanto,SE,2013,Automatic,50000.0
BMW,Serie 5,528i Luxury,2016,Automatic Triptonic,30000.0
Isuzu,Panther,2.5,1998,Manual,300000.0
Ford,Ranger,Base,2013,Manual,90000.0
Nissan,X-Trail,Lain-lain,2015,Automatic Triptonic,55000.0
Honda,Brio,E,2017,Automatic,45000.0
Timor,S515i,Lain-lain,2000,Manual,125000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,15000.0
BMW,Serie 5,520i E60 2.2 l6,2005,Automatic Triptonic,185000.0
Suzuki,Carry Pick-up,Lain-lain,2018,Manual,15000.0
Mazda,CX-5,Grand Touring,2013,Automatic Triptonic,70000.0
Isuzu,Lain-lain,Lain-lain,1996,Manual,120000.0
BMW,X1,sDrive18i,2017,Automatic,15000.0
Mercedes-Benz,A-Class,A250,2014,Automatic,10000.0
Mercedes-Benz,ML-Class,ML350,2009,Automatic,70000.0
Toyota,Avanza,G,2013,Manual,90000.0
Suzuki,SX4,Lain-lain,2007,Manual,175000.0
Mercedes-Benz,Lainnya,Lain-lain,1997,Manual,105000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic,145000.0
Chevrolet,Orlando,LT,2012,Automatic Triptonic,65000.0
BMW,Serie 5,530i,2018,Automatic,10000.0
Suzuki,SX4,Cross Over,2011,Manual,140000.0
KIA,Picanto,M/T,2012,Manual,55000.0
Honda,Brio,Satya E,2017,Automatic,20000.0
Ford,Fiesta,Sport,2013,Automatic,60000.0
Mercedes-Benz,E-Class,E250,2012,Automatic,30000.0
Honda,Jazz,RS,2008,Automatic Triptonic,115000.0
Daihatsu,Terios,TX,2008,Manual,100000.0
Mercedes-Benz,S-Class,S280,1985,Automatic,50000.0
Isuzu,New Panther,Lain-lain,2006,Manual,205000.0
Nissan,Serena,Lain-lain,1999,Manual,
Chevrolet,Trooper,2.3,1993,Manual,105000.0
Subaru,XV,201 2.0,2013,Automatic Triptonic,50000.0
Volkswagen,Tiguan,,2013,Automatic Triptonic,35000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2012,Automatic,110000.0
Mazda,MPV,V6,2002,Automatic,150000.0
BMW,Serie 3,320i,1995,Manual,225000.0
Honda,Mobilio,E,2017,Automatic,20000.0
Suzuki,Ertiga,,2013,Manual,75000.0
Daihatsu,Gran max,Lain-lain,2019,Manual,10000.0
Chevrolet,Spin,LTZ,2014,Manual,25000.0
Datsun,Go+,Panca T Ultimate,2016,Manual,35000.0
Suzuki,Swift,GX,2013,Automatic,80000.0
Isuzu,Lain-lain,Lain-lain,2012,Manual,35000.0
Hyundai,Cakra,Lain-lain,1997,Manual,105000.0
Honda,Accord,VTi-L,2011,Automatic,100000.0
Mercedes-Benz,GLE-Class,GLE400,2016,Automatic,20000.0
Suzuki,Carry Pick-up,Lain-lain,2015,Manual,70000.0
Nissan,Grand livina,Lain-lain,2013,Manual,55000.0
KIA,Picanto,M/T,2011,Manual,75000.0
Suzuki,Ertiga,GL Sporty,2017,Automatic,25000.0
Honda,Freed,E,2014,Automatic,95000.0
Geely,MK,1.5,2012,Manual,45000.0
Daihatsu,Espass,Pick Up Jumbo 1.3,2002,Manual,60000.0
Audi,Audi A8,V6 2.8,2009,Automatic,50000.0
Isuzu,New Panther,Lain-lain,2009,Manual,90000.0
BMW,Serie 3,318i E36 1.8,1996,Manual,120000.0
Mercedes-Benz,C-Class,C250,2017,Automatic,30000.0
Nissan,Grand livina,Lain-lain,2011,Manual,235000.0
Hyundai,Santa Fe,Limited Edition,2003,Manual,95000.0
Mitsubishi,Pajero Sport,Exceed,2014,Automatic,90000.0
Daihatsu,Xenia,R 1.3 DLX,2014,Manual,85000.0
Mitsubishi,Pajero Sport,Exceed,2013,Automatic,80000.0
Wuling,Confero S,S 1.5 ,2018,Manual,10000.0
Fiat,Lain-lain,Lain-lain,1985,Manual,
Honda,HR-V,E CVT,2015,Automatic Triptonic,40000.0
Mazda,Biante,2.0 SKYACTIV,2017,Automatic Triptonic,40000.0
Toyota,Innova,G Luxury,2009,Automatic,100000.0
Datsun,Go+,Panca T Opt,2015,Manual,30000.0
BMW,Lain-lain,Lain-lain,2018,Automatic,5000.0
Nissan,Lain-lain,Lain-lain,2010,Automatic,35000.0
Mitsubishi,Colt,3.3,2008,Manual,35000.0
Chevrolet,Captiva,Lain-lain,2013,Automatic,105000.0
Mitsubishi,Pajero Sport,Dakar,2012,Automatic,5000.0
KIA,Rio,Hatchback,2012,Manual,80000.0
Toyota,Vellfire,V,2009,Automatic,60000.0
Isuzu,Elf Minibus,Lain-lain,2003,Manual,145000.0
Honda,Brio,Satya S,2016,Manual,85000.0
Chevrolet,Trooper,2.3,1994,Manual,300000.0
Hyundai,Santa Fe,CRDi,2012,Automatic,100000.0
Datsun,Go+,Panca T Opt,2016,Manual,55000.0
KIA,Visto,Lain-lain,2002,Manual,30000.0
Hyundai,Accent,GLS,2000,Manual,105000.0
Toyota,Innova,Lain-lain,2016,Manual,20000.0
Hyundai,Santa Fe,Dspec CRDi,2015,Automatic,80000.0
Isuzu,Lain-lain,Lain-lain,2014,Manual,50000.0
Wuling,Confero S,S 1.5C ,2017,Manual,45000.0
Mitsubishi,Pajero Sport,Dakar,2012,Automatic Triptonic,105000.0
Daihatsu,Sigra,,2019,Manual,5000.0
Daihatsu,Luxio,M,2013,Manual,105000.0
Nissan,Juke,RX,2012,Automatic,60000.0
BMW,X3,xDrive20i xLine,2018,Automatic Triptonic,20000.0
Datsun,Go+,Panca T Opt,2018,Manual,10000.0
Mercedes-Benz,E-Class,E250,2013,Automatic Triptonic,55000.0
Porsche,911,Turbo,2015,Automatic,20000.0
Mercedes-Benz,CLA-Class,CLA200,2014,Automatic,25000.0
Land Rover,Lain-lain,Lain-lain,1985,Manual,50000.0
Suzuki,SX4,Lain-lain,2008,Automatic,140000.0
Toyota,Agya,TRD Sportivo,2013,Manual,50000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,60000.0
Mazda,8,Lain-lain,2002,Automatic,95000.0
Toyota,Vellfire,V,2011,Automatic,75000.0
Suzuki,SX4,Cross Over,2007,Automatic,205000.0
Mitsubishi,Xpander,GLS M/T,2018,Manual,10000.0
Mercedes-Benz,C-Class,C300,2010,Automatic,65000.0
Mercedes-Benz,E-Class,E300,1992,Manual,110000.0
Mazda,2,R,2011,Automatic,80000.0
BMW,Serie 3,323i E46 2.5,2000,Automatic Triptonic,110000.0
Mitsubishi,Mirage,Exceed,2013,Automatic,45000.0
Hino,Dutro,Truck,2009,Manual,25000.0
Ford,Fiesta,Trend,2012,Automatic Triptonic,100000.0
Mercedes-Benz,S-Class,S300 L,2008,Automatic,70000.0
Toyota,Kijang,LGX,2001,Manual,205000.0
Daihatsu,Terios,TX,2011,Manual,105000.0
Datsun,Go+,Panca T Opt,2016,Manual,35000.0
Jeep,Wrangler ,Sport Unlimited,2011,Automatic Triptonic,50000.0
BMW,M Series,M3,2000,Automatic Triptonic,230000.0
Suzuki,SX4,RC1,2012,Automatic,60000.0
BMW,X3,xDrive20d xLine,2015,Automatic,30000.0
Daihatsu,Taft,GT,1995,Manual,205000.0
Daihatsu,Terios,TX,2013,Automatic,105000.0
Ford,Lynx,Ghia,1997,Manual,50000.0
KIA,Carnival,Lain-lain,2001,Manual,205000.0
Honda,Brio,E,2014,Manual,35000.0
Jeep,Wrangler ,Sport Unlimited,2011,Automatic,30000.0
Nissan,Serena,HWS,2012,Automatic,60000.0
Suzuki,Ertiga,GL,2016,Manual,45000.0
Mazda,CX-5,Grand Touring,2015,Automatic,65000.0
Mazda,CX-5,Grand Touring,2015,Automatic,75000.0
Proton,Gen2,Lain-lain,2008,Automatic,120000.0
Honda,Mobilio,E,2017,Manual,40000.0
Honda,Jazz,RS CVT,2016,Automatic,35000.0
Mazda,CX-5,Grand Touring,2014,Automatic Triptonic,65000.0
Daihatsu,Ayla,M,2016,Manual,30000.0
Daihatsu,Gran max Pick-up,Lain-lain,2018,Manual,35000.0
Mazda,2,R,2010,Manual,50000.0
Peugeot,206,XS,2006,Manual,115000.0
Isuzu,Panther,2.3,1995,Manual,
KIA,Carnival,GS,2000,Automatic,155000.0
Jeep,Wrangler ,Sport Unlimited,2011,Automatic,30000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic,95000.0
Mazda,323,1.3,1986,Manual,30000.0
BMW,Serie 5,523i,2011,Automatic Triptonic,100000.0
Nissan,Grand livina,Lain-lain,2007,Manual,125000.0
Mitsubishi,Strada Triton,2.5 Manual,2011,Manual,100000.0
Mazda,2,R,2011,Automatic Triptonic,90000.0
Ford,Ranger,XLT,2010,Manual,155000.0
Jaguar,XJ,Lain-lain,2004,Automatic Triptonic,75000.0
Toyota,Innova,G,2009,Manual,80000.0
BMW,Serie 3,320i Sport,2018,Automatic Triptonic,5000.0
KIA,Sportage,EX,2012,Manual,75000.0
Nissan,March,XS,2015,Automatic,50000.0
Mazda,CX-5,Touring,2013,Automatic,215000.0
Honda,CR-V,2.4 Prestige,2015,Automatic,80000.0
KIA,Rio,Hatchback,2000,Automatic,60000.0
KIA,Carens II,Lain-lain,2005,Automatic,80000.0
Datsun,Go+,Panca A,2015,Manual,150000.0
Datsun,Cross,Lain-lain,2019,Automatic,5000.0
Chevrolet,Aveo,LT,2014,Automatic,70000.0
Ford,Fiesta,EcoBoost S,2014,Automatic Triptonic,50000.0
Datsun,Go+,Panca A Opt,2015,Manual,40000.0
Suzuki,Ertiga,GX,2015,Manual,55000.0
Timor,DOHC,1.5,2000,Manual,10000.0
Suzuki,Katana,1.0,1994,Manual,90000.0
Suzuki,APV,Mega Carry,2011,Manual,35000.0
Mitsubishi,L300,Pick Up,2013,Manual,180000.0
Toyota,Camry,"2,5 V",2012,Automatic,110000.0
BMW,Serie 3,318i,1988,Automatic,115000.0
Timor,DOHC,1.3,2000,Manual,205000.0
BMW,Serie 5,520i,2012,Automatic Triptonic,75000.0
KIA,Visto,Lain-lain,2001,Manual,55000.0
Datsun,Go+,Panca T Opt,2015,Manual,50000.0
Toyota,Innova,G,2014,Manual,50000.0
Isuzu,Lain-lain,Lain-lain,2001,Manual,40000.0
BMW,Serie 5,535i Luxury GT,2013,Automatic Triptonic,35000.0
Toyota,Sienta,E,2017,Manual,35000.0
Toyota,Innova,G,2012,Manual,140000.0
Toyota,Avanza,G,2010,Manual,115000.0
Ford,Fiesta,Sport,2014,Automatic,50000.0
Daihatsu,Terios,R,2016,Automatic,50000.0
Hyundai,Matrix,Lain-lain,2002,Manual,135000.0
Suzuki,Ertiga,Lain-lain,2017,Manual,5000.0
KIA,Rio,Hatchback,2011,Manual,60000.0
Jeep,Cherokee,Limited,1995,Manual,120000.0
KIA,Picanto,Lain-lain,2014,Manual,55000.0
Mitsubishi,Pajero Sport,Exceed,2014,Automatic,60000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2015,Automatic,125000.0
Isuzu,Lain-lain,Lain-lain,2015,Manual,15000.0
Daihatsu,Sigra,,2019,Manual,5000.0
Suzuki,APV,GL,2015,Manual,50000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2013,Manual,225000.0
Hyundai,Avega,GX,2012,Manual,105000.0
